isolate_name	collection_date	last_modified	type	lineage	originating lab	submitting lab
A/NewYork/1150/2008	2008-03-03	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1151/2008	2008-03-06	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1152/2008	2008-03-10	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1153/2008	2008-03-12	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1154/2008	2008-03-11	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1155/2008	2008-03-27	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1156/2008	2008-03-28	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1157/2008	2008-04-21	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1188/2009	2009-01-26	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1189/2009	2009-02-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1190/2009	2009-02-22	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1191/2009	2009-02-25	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1192/2009	2009-03-01	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1193/2009	2009-03-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1194/2009	2009-03-16	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1195/2009	2009-02-09	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1196/2009	2009-02-19	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1197/2009	2009-02-24	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1198/2009	2009-03-02	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/1003/2005	2005-12-20	2014-04-10	A/H3N2		  	 Other Database Import
A/NewYork/10/2014	2014-04-08	2014-05-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/08/2014	2014-04-01	2014-06-11	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2014	2014-02-10	2014-06-11	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2014-07-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2014	2014-01-21	2014-08-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/16/2014	2014-03-26	2014-08-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2014	2014-04-28	2014-08-11	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2014	2014-01-21	2014-08-13	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2014	2014-03-31	2014-08-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/12/2014	2014-05-01	2014-08-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/13/2014	2014-04-30	2014-08-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/14/2014	2014-04-25	2014-08-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/17/2014	2014-08-28	2014-10-20	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2012	2012-10-20	2014-10-21	A/H3N2		 Centers for Disease Control and Prevention 	 National Institute of Infectious Diseases (NIID)
A/NewYork/26/2014	2014-10-14	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/24/2014	2014-10-10	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/19/2014	2014-09-23	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20/2014	2014-09-25	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2014	2014-09-18	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/36/2014	2014-10-23	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/28/2014	2014-10-14	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/31/2014	2014-10-17	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/34/2014	2014-10-17	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/35/2014	2014-10-21	2015-01-06	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/39/2014	2014-12-31	2015-02-11	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/40/2014	2014-12-29	2015-02-15	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/01/2015	2015-01-02	2015-02-11	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/38/2014	2014-12-31	2015-02-15	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2014	2014-09-18	2015-03-10	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/36/2014	2014-10-23	2015-03-10	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/09/2015	2015-01-08	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/11/2015	2015-01-05	2015-03-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/08/2015	2015-01-07	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/05/2015	2015-01-06	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/04/2015	2015-01-22	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/03/2015	2015-01-23	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/02/2015	2015-01-21	2015-03-16	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/06/2015	2015-01-06	2018-03-13	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/10/2015	2015-01-08	2015-03-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2015	2015-01-07	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/15/2015	2015-02-05	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/12/2015	2015-01-22	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/16/2015	2015-02-09	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/14/2015	2015-02-05	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/13/2015	2015-02-10	2015-03-25	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2015	2015-01-23	2015-04-08	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/19/2015	2015-02-17	2015-04-08	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20/2015	2015-02-25	2015-07-08	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/47/2001	2001-12-11	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/03/2009	2009-01-21	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/46/2001	2001-11-17	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/45/2001	2001-10-02	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/05/2010	2010-03-25	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/3/2000	2000-01-03	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/13/2007	2007-09-10	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/55/2001	2001-11-22	2015-06-01	A/H3N2		  	 Other Database Import
A/NewYork/37/2014	2014-10-23	2015-07-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/4160/2014	2014-12-08	2015-08-19	A/H3N2		  	 Other Database Import
A/NewYork/4161/2014	2014-12-04	2015-08-19	A/H3N2		  	 Other Database Import
A/NewYork/4162/2014	2014-12-05	2015-08-19	A/H3N2		  	 Other Database Import
A/NewYork/4163/2014	2014-12-08	2015-08-19	A/H3N2		  	 Other Database Import
A/NewYork/4164/2014	2014-12-19	2015-08-19	A/H3N2		  	 Other Database Import
A/NewYork/64/2015	2015-08-10	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/57/2015	2015-07-21	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/62/2015	2015-08-04	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/59/2015	2015-07-29	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/60/2015	2015-08-01	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/63/2015	2015-08-06	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/58/2015	2015-08-03	2015-09-24	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/65/2015	2015-08-25	2015-10-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/56/2015	2015-07-19	2015-10-08	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/64/2015	2015-08-10	2015-10-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/4305/2014	2014-12-16	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4306/2014	2014-12-22	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4307/2014	2014-12-28	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4308/2014	2014-12-23	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4309/2014	2014-12-24	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4310/2014	2014-12-24	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4311/2014	2014-12-29	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4447/2015	2015-01-07	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4448/2014	2014-12-31	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4449/2015	2015-01-04	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4450/2015	2015-01-06	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4451/2015	2015-01-06	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4452/2015	2015-01-09	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4453/2015	2015-01-09	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4454/2015	2015-01-10	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4455/2015	2015-01-11	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4456/2015	2015-01-12	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4546/2015	2015-01-14	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4547/2015	2015-01-14	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4548/2015	2015-01-15	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4549/2015	2015-01-16	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4550/2015	2015-01-19	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4551/2015	2015-01-20	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4552/2015	2015-01-20	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4553/2015	2015-02-04	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4554/2015	2015-02-04	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4680/2014	2014-12-24	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4681/2014	2014-12-30	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4682/2015	2015-01-21	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4683/2015	2015-01-21	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4684/2015	2015-01-26	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4685/2015	2015-01-28	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4686/2015	2015-01-29	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4687/2015	2015-01-30	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/4690/2015	2015-01-28	2015-09-16	A/H3N2		  	 Other Database Import
A/NewYork/55/2015	2015-07-10	2015-10-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/65/2015	2015-08-25	2015-10-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/4811/2015	2015-02-26	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4812/2015	2015-03-02	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4813/2015	2015-03-23	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4814/2015	2015-03-19	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4815/2015	2015-03-19	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4816/2015	2015-03-24	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/4817/2015	2015-03-26	2015-11-10	A/H3N2		  	 Other Database Import
A/NewYork/71/2015	2015-11-03	2015-12-15	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/66/2015	2015-09-03	2015-12-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/67/2015	2015-09-06	2015-12-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/68/2015	2015-08-27	2015-12-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/69/2015	2015-10-12	2015-12-23	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/77/2015	2015-12-07	2016-02-11	A/H3N2		 New York Presbyterian Hospital Columbia University Medical Center, Microbiology Department 	 Centers for Disease Control and Prevention
A/NewYork/03/2016	2016-01-04	2016-02-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/07/2016	2016-01-11	2016-02-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/76/2015	2015-12-01	2016-02-16	A/H3N2		 New York Presbyterian Hospital Columbia University Medical Center, Microbiology Department 	 Centers for Disease Control and Prevention
A/NewYork/13/2016	2016-01-16	2016-03-07	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/14/2016	2016-01-29	2016-03-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/79/2015	2015-12-14	2016-03-16	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2016	2016-02-05	2016-03-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/19/2016	2016-02-09	2016-03-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/76/2015	2015-12-01	2016-03-22	A/H3N2		 New York Presbyterian Hospital Columbia University Medical Center, Microbiology Department 	 Centers for Disease Control and Prevention
A/NewYork/20/2016	2016-02-12	2016-05-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/20/2016	2016-02-12	2016-05-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/29/2016	2016-02-21	2016-05-02	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/43/2016	2016-02-29	2016-05-10	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/62/2016	2016-04-11	2016-07-21	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/18/2016	2016-02-05	2016-05-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/19/2016	2016-02-09	2016-05-17	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/56/2016	2016-03-02	2016-05-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/57/2016	2016-03-07	2016-05-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/58/2016	2016-03-20	2016-05-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/59/2016	2016-03-29	2016-05-26	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/25/2016	2016-02-08	2016-06-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/56/2016	2016-03-02	2016-06-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/58/2016	2016-03-20	2016-06-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/60/2016	2016-03-31	2016-06-22	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/21/2016	2016-02-13	2016-06-28	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/78/2016	2016-04-26	2016-07-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/68/2016	2016-04-06	2016-07-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/80/2016	2016-04-29	2016-07-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/77/2016	2016-04-26	2016-07-14	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/68/2016	2016-04-06	2016-07-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/78/2016	2016-04-26	2016-07-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/27/2016	2016-02-11	2016-07-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/26/2016	2016-02-05	2016-07-21	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/62/2016	2016-04-11	2016-07-21	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/83/2016	2016-07-13	2016-09-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/81/2016	2016-07-12	2016-09-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/84/2016	2016-07-13	2016-09-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/85/2016	2016-07-13	2016-09-01	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/82/2016	2016-07-12	2016-09-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/86/2016	2016-07-28	2016-09-12	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/28/2012	2012-03-06	2016-09-30	A/H3N2		  	 Other Database Import
A/NewYork/90/2016	2016-08-09	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/92/2016	2016-08-23	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/93/2016	2016-08-24	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/94/2016	2016-08-27	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/91/2016	2016-08-23	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/88/2016	2016-07-27	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/96/2016	2016-09-01	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/95/2016	2016-08-29	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/89/2016	2016-08-08	2016-10-18	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention
A/NewYork/WC-LVD-14-068/2014	2014-12-01	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-019/2015	2015-01-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-023/2015	2015-01-26	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-030/2015	2015-02-10	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-036/2015	2015-01-31	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-064/2014	2014-11-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-066/2014	2014-12-29	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-067/2014	2014-11-24	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-069/2014	2014-12-02	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-070/2014	2014-12-02	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-071/2014	2014-12-08	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-072/2014	2014-12-10	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-073/2014	2014-12-03	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-074/2014	2014-12-17	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-075/2014	2014-12-21	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-076/2014	2014-12-21	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-077/2014	2014-12-22	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-079/2014	2014-12-22	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-080/2014	2014-12-25	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-081/2014	2014-12-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-001/2015	2015-01-07	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-002/2015	2015-01-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-003/2015	2015-01-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-004/2015	2015-01-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-082/2014	2014-12-22	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-083/2014	2014-12-23	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-084/2014	2014-12-30	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-085/2014	2014-12-30	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-086/2014	2014-12-24	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-005/2015	2015-01-15	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-006/2015	2015-01-19	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-087/2014	2014-12-27	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-007/2015	2015-01-05	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-008/2015	2015-01-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-009/2015	2015-01-08	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-011/2015	2015-01-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-012/2015	2015-01-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-088/2014	2014-12-29	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-089/2014	2014-12-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-090/2014	2014-12-13	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-013/2015	2015-01-20	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-091/2014	2014-12-26	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-014/2015	2015-01-19	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-015/2015	2015-01-16	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-092/2014	2014-12-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-093/2014	2014-12-21	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-14-094/2014	2014-12-26	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-016/2015	2015-01-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-017/2015	2015-01-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-018/2015	2015-01-14	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-020/2015	2015-02-03	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-021/2015	2015-02-02	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-022/2015	2015-01-25	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-024/2015	2015-01-30	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-025/2015	2015-02-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-026/2015	2015-02-03	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-027/2015	2015-02-23	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-028/2015	2015-01-28	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-029/2015	2015-02-10	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-031/2015	2015-02-11	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-032/2015	2015-02-18	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-033/2015	2015-02-17	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-034/2015	2015-01-16	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-035/2015	2015-01-27	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-037/2015	2015-03-03	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-038/2015	2015-03-04	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-039/2015	2015-03-08	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-040/2015	2015-03-07	2016-10-10	A/H3N2		  	 Other Database Import
A/NewYork/WC-LVD-15-041/2015	2015-03-18	2016-10-10	A/H3N2		  	 Other Database Import
