	Bayesian SkyGrid: NewYork_A_H1N1_20190318_filtered_aligned.log			
Time	Mean	Median	Upper	Lower
0.0	7.432943838746274	6.965258532638362	111.27020204336777	0.3140221195725617
0.08080808080808081	7.100076643832785	6.496945155460218	79.77696835413366	0.8996809441492903
0.16161616161616163	5.318636005274772	4.866206854246536	33.11362668449269	0.8295504895712885
0.24242424242424243	3.9640808676755666	3.7544842556185825	18.83627303593349	0.8632334905957814
0.32323232323232326	6.1170139316224414	5.751182888270747	29.187653490646017	1.440498123585947
0.4040404040404041	10.07551253015909	9.366872713820143	59.88057584778602	2.2856796905779206
0.4848484848484849	11.88973210313838	10.770801407803651	84.7987739820288	2.193370085373431
0.5656565656565657	11.597821145858513	10.64074893231987	75.40717217056093	2.100505013212482
0.6464646464646465	10.749033335086626	9.728692701050921	78.16849483672429	2.21257404417857
0.7272727272727273	9.999810320779986	9.49278603527799	61.71623246663482	2.0413367309244586
0.8080808080808081	9.413325497200423	8.915813344052518	50.79988930838661	2.0197963597585304
0.8888888888888888	6.947676002164495	6.5709462957120035	33.516804014451154	1.652189665858756
0.9696969696969696	7.167239843102274	6.8402924325622685	28.857465522665702	2.2510762213108437
1.0505050505050504	6.183495422954471	5.876190790347676	20.67706181440909	1.9108585326120144
1.1313131313131313	4.823716580490492	4.633306192760543	14.676303983472922	1.4562502816794238
1.2121212121212122	4.397456724027877	4.184777043149136	15.881272690536996	1.4520793361866462
1.292929292929293	5.097554304033884	4.846669580731186	19.059764561592154	1.5170546994202365
1.373737373737374	5.166604826385806	4.780726990455103	23.655638289116308	1.3675012043472945
1.4545454545454548	4.122971966617306	3.989149848378039	16.13076613955355	0.7375082745819854
1.5353535353535357	2.8230943590738575	2.725095817505705	14.747070949951453	0.5900743505473344
1.6161616161616166	1.696033439793147	1.7413743434246403	10.277777596414337	0.33057056327747203
1.6969696969696975	0.847258297785996	0.8624762046190475	4.811875331762633	0.13834877134317267
1.7777777777777783	0.43649764638112	0.4387367974638524	3.652828930258402	0.06374075166544849
1.8585858585858592	0.5765206973957921	0.5567277675168797	3.364159320186079	0.1063612872528015
1.9393939393939401	1.2945372163678093	1.2022450446224038	5.767569116529314	0.2896631263370332
2.0202020202020208	2.035341834526084	1.8725630318374589	9.048261268082816	0.45424639382449483
2.1010101010101017	1.5492484583690511	1.4683629731503576	7.384858757516752	0.42595049703603743
2.1818181818181825	1.9722430285261745	1.8101891217774895	9.492130986499422	0.4277590112310531
2.2626262626262634	3.1581555961003205	3.014295138053333	20.349415314582757	0.589942680877065
2.3434343434343443	4.65929421356708	4.305899666358265	37.068951147425636	0.6824276792996755
2.424242424242425	6.725620883527276	6.06860555342108	66.76618288813302	0.6600625168229393
2.505050505050506	8.981727448824145	8.361887638455721	93.01538119656912	1.105406688486906
2.585858585858587	11.778607804139687	10.898095226456503	109.92694552635231	1.3119866613355888
2.666666666666668	13.862062879240431	12.887050884304063	129.66633627390013	1.5654666081049353
2.7474747474747487	15.20784744212113	14.303055696883664	136.66755613041315	2.6045941013765317
2.8282828282828296	24.99019595011364	23.232194423997353	105.01215131685959	6.560937433749324
2.9090909090909105	32.953165483520706	31.692205779183872	102.43660553367793	10.81330977976422
2.9898989898989914	9.108014216632908	8.496580765397336	24.909499699353283	2.968947307753936
3.0707070707070723	2.0805726436839174	2.0044515633793365	6.188444720801833	0.7265890509233844
3.151515151515153	0.6222050184794637	0.6059074263000529	2.0617593589181413	0.21297373793343155
3.232323232323234	0.7790046894123157	0.7526262733367874	2.735378366343821	0.249372282968097
3.313131313131315	1.3296910336781138	1.2312103691247	6.7675682227563865	0.2915673046547385
3.393939393939396	2.3170339198236123	2.0853453673719073	15.434787759212844	0.4142291673791382
3.4747474747474767	3.5467201991893624	3.1868444130745277	29.573564849636647	0.5795020017648176
3.5555555555555576	4.175075905810787	3.6879505480376573	35.665429597826936	0.5687605446807649
3.6363636363636385	3.8830117074751875	3.558723168899269	37.33954139193211	0.477452810069167
3.7171717171717193	3.4657538011827915	3.1419195482547737	32.372051961327784	0.40632010666087026
3.7979797979798002	3.3654359171831305	3.213827404936727	23.076885453322486	0.390453055736768
3.878787878787881	3.726924757315033	3.2242787148378427	35.913813516297324	0.4675043551219318
3.959595959595962	4.2444068245161715	3.834310636876552	49.13191892383827	0.44893791477201384
4.040404040404042	5.355967325340938	4.720556742527072	53.21914825223639	0.47228653931204395
4.121212121212123	6.647159033043884	5.858924091210728	81.24575040602703	0.5873930798948177
4.202020202020203	7.443046037517236	6.59957887213272	94.62428164393876	0.763424412058375
4.282828282828284	7.503952784747757	6.694438228416851	98.79408994781764	0.7652582338325707
4.363636363636364	7.079522863135969	6.443773699976895	82.63562956060413	0.695773404356502
4.444444444444445	6.299991554067185	5.758449953382556	90.49438338552275	0.6071820746701085
4.525252525252525	5.350619512959993	5.247284385424245	71.66980412616235	0.4483032397176794
4.6060606060606055	4.5836886555914935	4.437736294289186	60.97354529253147	0.38431956553624874
4.686868686868686	3.9065743837409306	3.7680485238293917	57.45839479481484	0.320084056626088
4.767676767676766	3.6948715906918346	3.604560204898777	38.44335585668666	0.23485882418711188
4.848484848484847	4.820123747523636	4.451271302260835	25.50722139639516	1.0177506980507085
4.929292929292927	8.27755199349155	7.768906566950883	31.43758043066599	2.258032423789764
5.010101010101008	13.211631968297654	12.54955847619868	44.88651857988694	4.325739167069998
5.090909090909088	7.698816553878265	7.37488264740311	25.882506048718874	2.7938317324111495
5.171717171717169	3.1208884813592603	2.9841911094240525	10.604142240202467	1.0286513678020561
5.252525252525249	1.7466821959664738	1.6918003466782476	5.704927045220337	0.561592900488943
5.3333333333333295	1.4887329002517597	1.4237085940019516	6.005555680045972	0.3801740586044988
5.41414141414141	1.226241957914778	1.1892898126297473	7.195032478625124	0.2069387367894856
5.49494949494949	0.7980685516135737	0.7933787329409137	7.453732510006368	0.08716272161643863
5.575757575757571	0.47905412976363504	0.48070201995030554	5.203142868999516	0.03944016642168041
5.656565656565651	0.3064769089152401	0.3085477351004531	4.68062089721752	0.023305876224919912
5.737373737373732	0.21090716532522993	0.22325833847879537	3.1352453440920276	0.01162957537072667
5.818181818181812	0.1592447592578564	0.18255746402458603	3.3355668774202267	0.006492218903879495
5.898989898989893	0.13333410911136181	0.14798486185598897	4.041363393114515	0.0030364896027230827
5.979797979797973	0.1172275577116757	0.1337528875916538	4.756798951586111	0.0017579139325251344
6.0606060606060534	0.11079122492634565	0.12465660597185026	6.659762289726433	0.001205469868605108
6.141414141414134	0.10806609492739065	0.12233151334544654	12.451506098056708	8.29731524173091E-4
